word	medial_cap	medial_lower	initial_cap	classification
a	3626	278761	8141	common
a's	6	0	0	proper
aa	11	0	0	proper
aaa	5	0	0	proper
aaaee	0	0	1	dual
aaawww	1	0	0	proper
aab	2	0	0	proper
aabex	1	0	0	proper
aac	3	0	0	proper
aachener	1	0	0	proper
aagiy	1	0	0	proper
aah	0	0	2	dual
aaica	1	0	0	proper
aaix	1	0	0	proper
aajk	1	0	0	proper
aam	3	0	0	proper
aame	2	0	0	proper
aancor	1	0	0	proper
aap	2	0	0	proper
aar	2	0	1	proper
aare	1	0	0	proper
aarn	1	0	0	proper
aarnoud	1	0	0	proper
aaron	373	0	4	proper
aaronites	2	0	0	proper
aart	0	0	1	dual
aati	1	0	0	proper
aau	1	0	0	proper
aau's	1	0	0	proper
ab	98	4	1	proper
ababa	1	0	0	proper
aback	0	57	0	common
abacus	0	1	0	common
abaddon	1	0	0	proper
abadejo	0	1	0	common
abaft	0	7	0	common
abagtha	1	0	0	proper
abaht	0	1	0	common
abal	1	0	0	proper
abana	1	0	0	proper
abandon	2	196	0	common
abandoned	2	392	0	common
abandonedly	0	2	0	common
abandoning	1	77	2	common
abandonment	0	65	0	common
abandons	0	13	0	common
abarbarea	1	0	0	proper
abarim	5	0	0	proper
abaringe	0	1	0	common
abase	0	10	0	common
abased	0	20	0	common
abasement	0	23	0	common
abases	0	1	0	common
abash	0	4	0	common
abashed	3	73	1	common
abashment	0	1	0	common
abasing	0	6	0	common
abassin	1	0	0	proper
abastecimento	2	0	0	proper
abastecimiento	1	0	0	proper
abate	0	18	0	common
abated	0	48	0	common
abatement	0	16	0	common
abatements	0	3	0	common
abates	2	0	0	proper
abating	0	13	0	common
abatis	0	2	0	common
abattement	0	1	0	common
abattoir	1	0	0	proper
abattoirs	0	3	0	common
abatuno	1	0	0	proper
abb	113	265	0	common
abba	3	0	0	proper
abbana	1	0	0	proper
abbas	7	0	0	proper
abbas's	1	0	0	proper
abbate	1	0	0	proper
abbatial	0	1	0	common
abbe	5	0	0	proper
abbedirect	1	0	0	proper
abbenhaus	1	0	0	proper
abberations	0	1	0	common
abberent	0	1	0	common
abbescotch	1	0	0	proper
abbess	1	8	0	common
abbett	14	0	0	proper
abbey	228	24	2	proper
abbeyland	1	0	0	proper
abbk	1	0	0	proper
abbot	39	18	2	proper
abbots	1	1	0	proper
abbott	5	0	5	proper
abboud	1	0	0	proper
abbreviate	0	3	0	common
abbreviated	0	3	0	common
abbreviation	0	7	0	common
abbreviations	0	4	0	common
abbs	0	4	0	common
abby	0	1	0	common
abc	6	0	0	proper
abchurch	33	0	1	proper
abd	1	0	0	proper
abda	2	0	0	proper
abdallah	1	0	0	proper
abdeel	1	0	0	proper
abdel	4	0	0	proper
abdelaziz	2	0	0	proper
abdi	3	0	0	proper
abdicate	0	6	0	common
abdicated	0	5	0	common
abdicates	0	3	0	common
abdicating	0	1	0	common
abdication	0	11	0	common
abdiel	6	0	0	proper
abdomen	0	11	0	common
abdomens	0	2	0	common
abdominal	0	4	0	common
abdominis	0	1	0	common
abdon	8	0	0	proper
abducted	0	2	0	common
abducting	0	1	0	common
abduction	0	16	0	common
abductors	0	2	0	common
abducts	0	1	0	common
abdul	20	0	1	proper
abdulaziz	2	0	0	proper
abdulla	2	0	0	proper
abdullah	3	0	0	proper
abdy	1	0	0	proper
abe	9	1	2	proper
abeam	0	2	0	common
abear	0	10	0	common
abed	0	18	0	common
abednego	17	0	0	proper
abegglen	2	0	0	proper
abeilard	1	0	0	proper
abeille	1	0	0	proper
abel	81	0	9	proper
abel's	1	0	0	proper
abelard	1	0	0	proper
abelbethmaachah	2	0	0	proper
abeles	3	0	1	proper
abell	1	0	0	proper
abelmaim	1	0	0	proper
abelmeholah	3	0	0	proper
abelmizraim	1	0	0	proper
abelshittim	1	0	0	proper
abelson	0	0	1	dual
aber	1	1	0	proper
abercrombie	1	0	0	proper
aberdeen	1	0	0	proper
abernathy	2	0	0	proper
abernathys	1	0	0	proper
abernethy	1	0	0	proper
abernuncio	0	1	1	common
aberrant	0	5	0	common
aberration	0	35	0	common
aberrational	0	2	0	common
aberrations	0	8	0	common
abershaw	1	0	0	proper
abet	0	6	0	common
abets	0	2	0	common
abetted	0	10	0	common
abetting	0	4	0	common
abettor	0	3	0	common
abev	1	0	0	proper
abex	5	0	0	proper
abeyance	0	21	0	common
abez	1	0	0	proper
abf	1	0	0	proper
abga	1	0	0	proper
abhominably	0	1	0	common
abhor	1	37	1	common
abhorred	1	47	2	common
abhorrence	0	56	0	common
abhorrent	0	7	0	common
abhorrest	0	3	0	common
abhorreth	0	5	0	common
abhorring	0	5	0	common
abhors	0	4	0	common
abi	7	1	0	proper
abia	4	0	0	proper
abiah	4	0	0	proper
abialbon	1	0	0	proper
abiasaph	1	0	0	proper
abiathar	31	0	0	proper
abib	6	0	0	proper
abida	1	0	0	proper
abidah	1	0	0	proper
abidan	5	0	0	proper
abide	4	160	2	common
abided	0	10	0	common
abides	0	7	0	common
abideth	0	33	0	common
abiding	0	45	0	common
abidjan	2	0	1	proper
abiel	3	0	0	proper
abiezer	7	0	0	proper
abiezrite	1	0	0	proper
abiezrites	2	0	0	proper
abigail	30	0	0	proper
abigails	1	2	0	common
abihail	6	0	0	proper
abihu	12	0	0	proper
abihud	1	0	0	proper
abijah	20	0	0	proper
abijam	5	0	0	proper
abilene	5	0	0	proper
abilitie	0	1	0	common
abilities	0	94	0	common
ability	0	271	0	common
abimael	2	0	0	proper
abimelech	66	0	0	proper
abinadab	13	0	0	proper
abindarraez	4	0	0	proper
abingdon	1	0	0	proper
abington	0	0	1	dual
abinoam	4	0	0	proper
abio	1	0	0	proper
abiram	11	0	0	proper
abishag	5	0	0	proper
abishai	25	0	0	proper
abishalom	2	0	0	proper
abishua	5	0	0	proper
abishur	2	0	0	proper
abit	0	1	0	common
abital	2	0	0	proper
abitibi	0	0	1	dual
abitub	1	0	0	proper
abiud	2	0	0	proper
abiure	0	1	0	common
abject	1	80	2	common
abjection	0	1	0	common
abjectly	0	5	0	common
abjectness	0	4	0	common
abjectnesses	0	1	0	common
abjects	0	1	0	common
abjectus	2	0	0	proper
abjuration	0	1	0	common
abjure	1	6	0	common
abjured	0	4	0	common
ablard	2	0	1	proper
ablated	0	1	0	common
ablation	0	2	0	common
ablative	0	1	0	common
ablaze	0	23	0	common
able	1	2590	1	common
abler	1	4	0	common
ablerus	1	0	0	proper
ablest	0	5	0	common
ablewhite	155	0	2	proper
ablewhites	9	0	0	proper
ablutions	0	12	0	common
ably	0	2	0	common
abm	1	0	0	proper
abms	2	0	1	proper
abn	7	0	1	proper
abnegation	0	16	0	common
abnegations	0	1	0	common
abner	64	0	0	proper
abnn	3	0	0	proper
abnormal	0	27	2	common
abnormalities	0	3	0	common
abnormality	0	4	0	common
abnormally	2	8	0	common
abny	1	0	0	proper
abo	5	0	0	proper
aboard	4	126	2	common
aboardship	0	1	0	common
abode	0	231	0	common
abodes	0	10	0	common
abodest	0	1	0	common
abolish	3	33	0	common
abolished	0	34	0	common
abolishes	0	2	0	common
abolishing	0	11	0	common
abolition	3	20	0	common
abolitionist	1	1	0	proper
abolitionists	1	5	0	common
abombs	1	0	0	proper
abominable	3	131	3	common
abominably	0	18	0	common
abominate	0	8	0	common
abominated	0	2	0	common
abominates	0	2	0	common
abomination	0	94	0	common
abominations	2	78	0	common
aboon	0	3	0	common
aboord	0	3	1	common
aboot	0	21	0	common
aboout	0	1	0	common
aboriginal	0	13	0	common
aboriginally	0	2	0	common
aboriginalness	0	2	0	common
aborigine	0	7	0	common
aborigines	0	14	0	common
abort	0	1	0	common
aborted	0	3	0	common
aborting	0	1	0	common
abortion	0	10	0	common
abortions	0	5	0	common
abortive	2	16	0	common
abou	1	0	0	proper
aboue	0	9	1	common
aboukir	1	0	0	proper
abound	0	49	0	common
abounded	0	39	0	common
aboundeth	0	3	0	common
abounding	0	28	0	common
aboundingly	0	2	0	common
abounds	0	10	0	common
about	166	24570	336	common
aboutfaced	0	2	0	common
abouth	0	1	0	common
abouts	0	1	0	common
above	34	3076	110	common
aboveboard	0	1	0	common
aboveground	0	2	1	common
abovementioned	0	2	0	common
abovenoted	0	1	0	common
abover	0	1	0	common
abovewater	0	1	0	common
abp	2	0	0	proper
abr	1	0	0	proper
abra	1	0	0	proper
abraded	0	1	0	common
abraham	303	0	13	proper
abrahamic	1	0	0	proper
abram	60	0	1	proper
abramoff	1	0	0	proper
abrams	1	0	0	proper
abrasionresistant	0	1	0	common
abrasions	0	1	0	common
abrassuco	3	0	0	proper
abreaction	0	1	1	common
abreast	0	41	0	common
abrenuncio	1	0	0	proper
abridg	0	1	0	common
abridge	0	7	0	common
abridged	0	11	0	common
abridgement	0	1	0	common
abridgements	1	0	0	proper
abridging	0	1	0	common
abridgment	0	3	0	common
abrmovna	1	0	0	proper
abroad	6	812	7	common
abroade	0	1	0	common
abrogate	0	1	0	common
abrogated	0	3	0	common
abrupt	0	163	0	common
abruptest	0	1	0	common
abruptly	0	360	2	common
abruptness	0	36	0	common
abruzzo	1	0	0	proper
abs	6	0	0	proper
absalom	107	0	1	proper
absb	7	0	0	proper
abscess	0	5	0	common
abscesses	0	3	0	common
abscissa	0	1	0	common
abscond	0	1	1	common
absconded	0	4	0	common
absence	6	799	8	common
absences	0	18	0	common
absens	0	1	0	common
absent	3	456	1	common
absented	0	9	0	common
absentee	0	3	0	common
absenteeism	0	1	0	common
absentees	0	3	0	common
absentia	0	1	0	common
absenting	0	7	0	common
absently	0	54	0	common
absentminded	0	5	1	common
absentmindedly	0	5	0	common
absents	1	3	0	common
absinth	0	1	0	common
absinthe	0	7	0	common
absistite	0	1	0	common
absolom	1	0	0	proper
absolute	7	379	3	common
absolutely	13	748	6	common
absoluteness	0	4	0	common
absolutes	0	3	0	common
absolution	0	9	1	common
absolutism	0	2	0	common
absolv	0	1	0	common
absolve	1	10	0	common
absolved	1	15	0	common
absolves	0	3	0	common
absolving	0	2	0	common
absorb	1	54	0	common
absorbed	0	397	6	common
absorbency	0	1	0	common
absorbent	0	2	0	common
absorber	0	1	0	common
absorbing	3	81	1	common
absorbingly	0	3	0	common
absorbs	0	6	0	common
absorption	0	36	1	common
absorptions	0	3	0	common
absorptive	0	1	0	common
absotluely	0	1	0	common
abstain	0	63	2	common
abstained	0	44	0	common
abstainer	0	1	0	common
abstaining	0	16	0	common
abstains	0	4	0	common
abstemious	0	6	0	common
abstemiousness	0	1	0	common
abstention	0	7	0	common
abstiens	0	1	0	common
abstinence	0	24	1	common
abstract	6	99	4	common
abstracted	0	71	0	common
abstractedly	0	32	1	common
abstractedness	0	1	0	common
abstracting	0	8	0	common
abstraction	4	98	0	common
abstractionism	0	1	0	common
abstractionists	1	2	0	common
abstractions	0	7	1	common
abstractive	0	1	0	common
abstractly	0	2	1	common
abstractors	0	1	0	common
abstracts	2	8	0	common
abstruse	0	12	1	common
abstrusenesses	0	1	0	common
abstruser	0	1	0	common
abstrusest	1	0	0	proper
absurd	1	347	7	common
absurdest	0	2	0	common
absurdities	0	46	0	common
absurdity	0	100	0	common
absurdly	0	33	0	common
absurdum	0	1	0	common
abt	2	1	0	proper
abu	15	0	4	proper
abudah	1	0	0	proper
abuged	0	1	0	common
abundance	1	181	2	common
abundant	1	94	0	common
abundantia	0	1	0	common
abundantly	1	78	0	common
abus	0	1	0	common
abuse	4	186	2	common
abused	0	103	0	common
abusers	0	1	0	common
abuses	1	32	1	common
abusin	0	1	0	common
abusing	0	39	0	common
abusive	0	19	0	common
abut	0	4	0	common
abutments	0	1	0	common
abuts	0	3	0	common
abutted	0	10	0	common
abutting	0	8	0	common
abx	2	0	0	proper
aby	2	0	1	proper
abydos	1	0	0	proper
abysmal	0	2	0	common
abysmic	0	1	0	common
abysms	0	2	0	common
abyss	11	126	0	common
abysses	0	14	0	common
abyssinia	4	0	0	proper
abyssinian	1	0	0	proper
abyssinians	1	0	0	proper
abz	3	0	0	proper
ac	5	3	0	proper
aca	1	0	0	proper
acacia	0	6	0	common
acacias	0	7	0	common
academeh	0	1	0	common
academic	0	64	0	common
academical	0	3	0	common
academically	0	5	0	common
academician	12	3	0	proper
academicians	5	1	0	proper
academicianship	1	0	0	proper
academics	0	3	0	common
academies	2	4	0	common
academy	60	23	2	proper
acadenmy	0	1	0	common
acadia	2	0	0	proper
acadmicien	0	1	0	common
acadmie	2	0	0	proper
acala	5	0	0	proper
acant	0	1	0	common
acanthus	1	0	0	proper
acapulco	1	0	0	proper
acause	0	2	0	common
acc	2	0	0	proper
accacia	4	0	0	proper
accad	1	0	0	proper
accademia	1	0	0	proper
accadent	1	0	0	proper
accardo	1	0	0	proper
accaron	1	0	0	proper
acccording	0	1	0	common
acccounts	0	1	0	common
accede	0	13	0	common
acceded	0	21	0	common
acceding	1	2	0	common
accelerate	0	43	0	common
accelerated	0	45	0	common
accelerating	0	24	0	common
acceleration	2	27	3	common
accelerations	0	2	0	common
accelerator	0	5	0	common
accelerators	0	3	0	common
accelerometer	0	17	0	common
accelerometers	0	8	0	common
accellerated	0	1	0	common
accent	0	194	0	common
accented	0	4	0	common
accenting	0	4	0	common
accents	2	91	0	common
accentual	0	1	0	common
accentuate	0	3	0	common
accentuated	0	18	0	common
accentuates	0	2	0	common
accentuating	0	7	0	common
accentuation	0	2	0	common
accept	12	886	14	common
acceptability	0	3	0	common
acceptable	2	150	1	common
acceptably	0	2	0	common
acceptance	5	167	3	common
acceptances	1	34	0	common
acceptation	0	13	0	common
acceptations	0	1	0	common
accepted	7	805	3	common
acceptest	0	1	0	common
accepteth	0	4	0	common
accepting	3	164	5	common
acceptress	0	1	0	common
accepts	29	41	0	common
access	18	194	1	common
accessary	0	2	0	common
accesse	0	2	0	common
accessed	0	1	0	common
accesses	0	2	0	common
accessibility	0	5	0	common
accessible	1	42	0	common
accession	0	27	0	common
accessions	0	3	0	common
accessories	3	27	0	common
accessory	1	16	1	common
accho	1	0	0	proper
accidence	0	2	0	common
accident	9	546	5	common
accidental	3	117	3	common
accidentall	0	2	0	common
accidentally	1	156	0	common
accidentalwar	0	1	0	common
accidently	0	9	0	common
accidents	2	103	5	common
accion	0	1	0	common
acclaim	0	10	0	common
acclaimed	0	6	0	common
acclaims	0	1	0	common
acclamation	0	8	0	common
acclamations	0	18	0	common
acclerated	0	1	0	common
acclimated	0	2	0	common
acclimatized	0	3	0	common
acclivities	0	3	0	common
acclivity	0	4	0	common
accolade	0	3	0	common
accolades	0	1	0	common
accommodate	0	73	0	common
accommodated	0	51	0	common
accommodates	0	4	0	common
accommodating	0	28	0	common
accommodation	0	124	1	common
accommodations	0	28	0	common
accommodative	0	7	0	common
accommodi	0	2	0	common
accomodate	0	3	0	common
accomodations	0	2	0	common
accompanied	4	630	2	common
accompanies	1	27	0	common
accompaniment	0	46	0	common
accompaniments	0	17	0	common
accompanist	0	1	0	common
accompanists	0	1	0	common
accompany	0	320	0	common
accompanying	2	156	2	common
accompanyist	0	1	0	common
accomplice	0	60	0	common
accomplices	0	24	0	common
accomplish	0	129	0	common
accomplished	0	395	0	common
accomplishes	0	5	0	common
accomplishing	1	26	0	common
accomplishment	2	76	0	common
accomplishments	0	98	0	common
accompt	0	1	0	common
accons	1	0	0	proper
accord	77	586	2	common
accordance	0	170	0	common
accordant	0	7	0	common
accorded	0	52	0	common
accordin	0	5	0	common
according	31	1995	170	common
accordingly	11	279	91	common
accordion	0	1	0	common
accords	7	35	0	common
accost	0	10	0	common
accosted	0	67	0	common
accosting	0	10	1	common
accosts	0	1	0	common
accouche	0	0	1	dual
accouchement	0	1	0	common
accoucheur	1	4	0	common
accouchez	0	0	0	dual
accoules	3	0	0	proper
account	77	2728	0	common
accountabilities	0	1	0	common
accountability	1	6	0	common
accountable	1	32	0	common
accountableness	0	1	0	common
accountant	5	24	0	common
accountants	2	13	0	common
accounted	1	201	1	common
accountemps	2	0	0	proper
accounting	15	174	2	common
accounts	6	460	2	common
accouterments	0	2	0	common
accoutred	1	7	0	common
accoutrement	0	3	0	common
accoutrements	0	14	0	common
accptances	0	1	0	common
accreditation	0	7	0	common
accredited	0	13	0	common
accrediting	0	1	0	common
accretion	0	7	0	common
accretions	0	3	0	common
accruable	0	2	0	common
accrual	3	27	0	common
accruals	0	4	2	common
accrue	0	19	0	common
accrued	0	29	0	common
accrues	0	1	0	common
accruing	0	18	0	common
accu	10	0	2	proper
acculturated	0	1	0	common
acculturation	0	1	0	common
accumulate	0	17	0	common
accumulated	1	90	0	common
accumulates	0	3	0	common
accumulating	0	30	0	common
accumulation	0	46	0	common
accumulations	1	12	0	common
accumulative	0	3	0	common
accuracy	1	115	0	common
accurate	1	120	3	common
accurately	1	107	1	common
accuray	7	0	0	proper
accured	0	1	0	common
accurs	0	1	0	common
accursed	3	119	6	common
accurst	0	1	0	common
accusation	2	147	0	common
accusations	0	46	1	common
accusatory	0	6	0	common
accuse	0	143	2	common
accused	0	231	3	common
accuser	1	19	0	common
accusers	0	13	0	common
accuses	0	16	0	common
accuseth	0	1	0	common
accusing	0	52	0	common
accusingly	0	2	0	common
accust	0	1	0	common
accustom	0	24	0	common
accustomary	0	4	0	common
accustomed	2	655	3	common
accustoming	0	2	0	common
accustoms	0	3	0	common
ace	2	32	1	common
aced	0	1	0	common
aceh	2	0	0	proper
aceldama	1	0	0	proper
acerbate	0	1	0	common
acerbities	0	2	0	common
acerbity	0	5	0	common
aces	0	9	1	common
acetaminophen	0	1	0	common
acetate	0	8	0	common
acetone	0	4	0	common
acetonemia	0	3	0	common
acey	2	0	1	proper
acf	1	0	0	proper
acg	1	0	0	proper
ach	18	10	14	proper
achaeans	2	0	0	proper
achaia	11	0	0	proper
achaicus	1	0	0	proper
achaiois	1	0	0	proper
achan	7	0	0	proper
achar	1	0	0	proper
achates	2	0	0	proper
achaz	2	0	0	proper
achbor	7	0	0	proper
ache	0	100	0	common
ached	0	58	0	common
acheron	3	0	0	proper
achery	1	0	0	proper
aches	2	42	0	common
acheson	2	0	0	proper
acheson's	1	0	0	proper
acheul	1	0	0	proper
achiev	0	2	0	common
achievable	0	2	0	common
achieve	0	176	1	common
achieved	7	249	0	common
achievement	8	107	0	common
achievements	1	86	0	common
achieves	0	8	0	common
achieving	0	39	1	common
achilles	28	0	3	proper
achilleses	1	0	0	proper
achim	2	0	0	proper
aching	2	82	0	common
achings	0	1	0	common
achish	21	0	0	proper
achmad	3	0	0	proper
achmetha	1	0	0	proper
achor	5	0	0	proper
achromatic	0	1	0	common
achsa	1	0	0	proper
achsah	4	0	0	proper
achshaph	3	0	0	proper
achtung	1	0	0	proper
achzib	4	0	0	proper
aci	3	0	0	proper
acico	2	0	1	proper
acid	1	54	0	common
acidfast	0	1	0	common
acidity	0	5	0	common
acids	1	10	0	common
acidulation	0	1	0	common
acidulous	0	1	0	common
acig	2	0	0	proper
acite	0	1	0	common
acitivity	0	1	0	common
acivities	0	1	0	common
ack	1	1	0	proper
ackerate	0	2	0	common
ackerly	2	0	0	proper
ackerman	1	0	0	proper
acklands	1	0	0	proper
ackney	0	3	0	common
acknowledge	2	335	4	common
acknowledged	1	335	0	common
acknowledgement	0	22	0	common
acknowledgements	0	10	0	common
acknowledges	0	19	0	common
acknowledgeth	0	1	0	common
acknowledging	2	74	2	common
acknowledgment	0	108	0	common
acknowledgments	0	29	0	common
acknowleged	0	1	0	common
acl	2	0	0	proper
acle	2	0	0	proper
aclv	1	0	0	proper
acm	4	0	0	proper
acmb	2	0	0	proper
acme	5	5	6	proper
acmex	3	0	2	proper
acn	1	0	0	proper
acolyte	0	4	0	common
acolytes	0	2	0	common
acom	2	0	0	proper
acoming	0	2	0	common
acon	0	1	0	common
aconte	0	1	0	common
acorn	1	17	0	common
acorns	0	19	1	common
acos	0	1	0	common
acourse	0	0	1	dual
acoustic	0	3	1	common
acoustical	0	2	1	common
acoustically	0	1	0	common
acoustics	0	2	0	common
acp	8	0	1	proper
acpt	1	0	0	proper
acqua	0	1	0	common
acquah	1	0	0	proper
acquaint	3	61	1	common
acquaintance	24	1101	1	common
acquaintances	4	204	0	common
acquaintanceship	0	6	0	common
acquaintanceships	0	1	0	common
acquainted	7	775	0	common
acquainting	0	19	0	common
acquaints	1	1	0	proper
acquaviva	1	0	0	proper
acquiesce	0	14	0	common
acquiesced	0	56	0	common
acquiescence	0	61	0	common
acquiescent	0	6	0	common
acquiesces	0	1	0	common
acquiescing	0	4	0	common
acquiesence	0	1	0	common
acquire	99	570	1	common
acquired	31	701	0	common
acquirees	0	1	0	common
acquirement	0	6	0	common
acquirements	0	19	0	common
acquirer	0	4	0	common
acquirers	0	5	0	common
acquires	70	19	0	proper
acquiring	9	110	1	common
acquirors	0	2	0	common
acquisition	279	723	1	common
acquisitions	22	168	2	common
acquisitioon	0	1	0	common
acquisititon	1	0	0	proper
acquisitive	0	2	0	common
acquisitiveness	0	1	0	common
acquisiton	2	3	0	common
acquisittion	2	0	0	proper
acquistato	0	1	0	common
acquistion	1	3	0	common
acquistions	0	1	0	common
acquit	0	42	1	common
acquits	0	1	0	common
acquittal	0	17	0	common
acquittance	0	3	0	common
acquitted	0	59	2	common
acquitting	0	6	0	common
acqure	1	0	0	proper
acquried	0	1	0	common
acquring	0	2	0	common
acqusition	2	2	0	proper
acqustion	0	1	0	common
acquyire	0	1	0	common
acr	2	0	0	proper
acra	1	0	0	proper
acre	32	83	0	common
acreage	12	117	2	common
acreages	1	2	0	common
acrease	0	1	0	common
acrefeet	0	1	0	common
acres	18	255	0	common
acrewk	0	1	0	common
acrid	0	16	0	common
acridness	0	2	0	common
acrimonious	0	7	0	common
acrimony	0	10	0	common
acrobacy	0	1	0	common
acrobat	3	2	0	proper
acrobatic	0	3	0	common
acrobatics	0	1	0	common
acrobats	15	3	0	proper
acropolis	6	1	0	proper
across	5	1795	29	common
acrosse	0	1	0	common
acrosstheboard	0	1	0	common
acrostic	0	3	0	common
acrowing	0	1	0	common
acrt	2	0	0	proper
acrylic	0	15	0	common
acs	1	0	1	proper
acse	1	0	0	proper
acst	4	0	0	proper
act	223	1534	7	common
actaeon	1	0	0	proper
acte	2	10	0	common
acted	4	418	1	common
acterrally	0	1	0	common
actest	0	2	0	common
acth	1	0	0	proper
acting	12	346	17	common
actingpresident	1	0	0	proper
actinometer	0	1	0	common
action	62	1818	5	common
actionable	0	2	0	common
actionoriented	0	1	0	common
actionpacked	0	1	0	common
actions	6	523	1	common
actitity	0	1	0	common
actitivies	0	1	0	common
actiuely	0	1	0	common
actium	4	0	0	proper
activate	0	3	0	common
activated	0	7	0	common
activates	0	1	0	common
activating	0	2	0	common
activation	0	8	0	common
activator	0	2	0	common
active	6	526	5	common
actively	5	95	1	common
actives	0	8	0	common
activism	0	2	0	common
activities	5	246	0	common
activitrax	1	0	0	proper
activity	4	499	3	common
actiwally	0	3	0	common
actly	0	2	0	common
acton	3	0	2	proper
actor	3	116	0	common
actor's	0	1	0	common
actorcrooner	1	0	0	proper
actors	3	94	0	common
actp	1	0	0	proper
actress	1	56	0	common
actresses	0	18	1	common
acts	14	276	0	common
actu	1	0	0	proper
actual	0	372	12	common
actualities	0	2	0	common
actuality	0	13	0	common
actualized	0	1	0	common
actuall	0	1	0	common
actually	2	765	39	common
actuarial	0	2	0	common
actuarially	0	1	0	common
actuate	0	4	0	common
actuated	1	34	2	common
actuates	0	2	0	common
actuating	0	1	0	common
actus	0	0	12	dual
acuires	1	0	0	proper
acuisition	1	0	0	proper
acumen	0	6	0	common
acuqire	0	1	0	common
acuqired	0	1	0	common
acuqisition	0	1	0	common
acushnet	2	0	0	proper
acuta	0	1	0	common
acute	1	107	0	common
acutely	0	47	0	common
acuteness	0	30	0	common
acutest	0	4	0	common
acy	3	0	0	proper
ad	12	41	2	common
ada	390	0	37	proper
ada's	4	0	0	proper
adadah	1	0	0	proper
adage	0	17	0	common
adages	0	2	0	common
adagio	1	2	0	common
adagios	0	1	0	common
adah	8	0	0	proper
adaiah	9	0	0	proper
adaies	0	1	0	common
adair	2	0	0	proper
adair's	1	0	0	proper
adalia	1	0	0	proper
adam	228	0	27	proper
adam's	2	0	0	proper
adamah	1	0	0	proper
adamant	0	18	0	common
adamantine	0	11	0	common
adamantly	0	3	0	common
adamastor	2	0	0	proper
adame	1	0	0	proper
adami	1	0	0	proper
adamic	2	0	0	proper
adamite	2	6	0	common
adamo	1	0	0	proper
adams	66	2	14	proper
adams's	1	0	0	proper
adamson	1	0	1	proper
adana	1	0	0	proper
adapingthe	0	1	0	common
adapt	1	37	0	common
adaptability	0	3	0	common
adaptable	0	10	0	common
adaptaplex	1	0	0	proper
adaptation	0	24	1	common
adaptations	1	8	0	common
adapted	0	110	0	common
adapter	0	2	0	common
adapters	0	2	0	common
adapting	1	16	0	common
adapts	0	2	0	common
adar	10	0	0	proper
adas	1	0	0	proper
adb	2	0	0	proper
adbe	1	0	0	proper
adbeel	2	0	0	proper
adc	8	0	1	proper
adcc	1	0	0	proper
adcock	1	0	0	proper
adct	1	0	0	proper
add	24	796	46	common
addabbo	2	0	0	proper
addage	1	0	0	proper
addan	1	0	0	proper
addar	1	0	0	proper
adddition	0	1	0	common
adde	0	2	1	common
added	7	3822	5	common
addenda	0	1	0	common
addendum	0	1	0	common
adder	2	18	0	common
adderly	5	0	0	proper
adders	1	11	0	common
addes	1	0	0	proper
addeth	0	4	0	common
addi	1	0	0	proper
addict	1	1	0	proper
addicted	1	28	0	common
addiction	0	4	0	common
addicts	0	4	0	common
addictus	0	1	0	common
addin	0	1	0	common
adding	3	428	1	common
addington	0	0	1	dual
addis	1	0	0	proper
addiscerit	0	1	0	common
addison	7	0	0	proper
addition	5	619	1	common
additional	11	638	26	common
additionally	1	13	11	common
additions	0	46	0	common
additive	1	7	1	common
additives	1	6	0	common
additivies	0	1	0	common
addle	0	8	0	common
addlebrained	0	1	0	common
addled	0	6	0	common
addling	0	1	0	common
addon	1	1	0	proper
address	10	864	4	common
addresse	0	1	0	common
addressed	1	881	0	common
addressees	0	1	0	common
addresses	0	112	1	common
addressing	2	623	4	common
addressograph	1	0	0	proper
addrest	0	2	0	common
adds	23	80	2	common
adduce	0	3	0	common
adduced	0	6	0	common
adducing	0	3	0	common
ade	1	0	0	proper
adebayo	0	0	1	dual
adedeji	3	0	0	proper
adel	1	0	0	proper
adela	4	0	0	proper
adelada	13	0	1	proper
adelaida	73	0	10	proper
adelaide	11	0	0	proper
adele	1	0	1	proper
adelia	4	0	1	proper
adelmonte	11	0	0	proper
adelos	1	0	0	proper
adelphi	15	0	0	proper
ademco	2	0	0	proper
aden	2	0	0	proper
adenauer	4	0	0	proper
adenauer's	1	0	0	proper
adenomas	0	1	0	common
adept	0	14	1	common
adepts	0	1	0	common
adequacy	0	11	0	common
adequate	0	177	2	common
adequately	0	43	0	common
ader	1	0	0	proper
aderholds	1	0	0	proper
ades	1	0	0	proper
adh	0	1	0	common
adhere	0	49	0	common
adhered	0	38	0	common
adherence	1	39	0	common
adherent	0	10	0	common
adherents	0	17	0	common
adheres	0	8	0	common
adhering	0	28	0	common
adhesion	0	11	0	common
adhesive	0	12	0	common
adhesively	0	1	0	common
adhesiveness	1	6	0	common
adhesives	4	11	0	common
adhrence	0	1	0	common
adiel	3	0	0	proper
adieu	13	71	49	common
adieus	0	7	0	common
adieux	2	15	0	common
adiew	0	1	0	common
adige	1	0	0	proper
adin	4	0	0	proper
adina	1	0	0	proper
adino	1	0	0	proper
adios	5	0	3	proper
adiosdirect	1	0	0	proper
adioson	1	0	0	proper
adiosrena	1	0	0	proper
adiostrustful	1	0	0	proper
adioyn	0	1	0	common
adipic	0	1	0	common
adire	0	1	0	common
adirondack	2	0	0	proper
adirondacks	2	0	0	proper
adithaim	1	0	0	proper
adjacent	0	60	0	common
adjectival	0	3	0	common
