word	medial_cap	medial_lower	initial_cap	classification
expressway	7	2	1	proper
expressways	1	0	0	proper
exprest	0	16	0	common
exprison	0	1	0	common
exprize	0	1	0	common
expropriated	0	1	0	common
exprs	0	1	0	common
expt	1	0	0	proper
exptect	0	1	0	common
expulsion	0	17	0	common
expung	0	1	0	common
expunge	0	1	0	common
expunged	0	1	0	common
expunging	0	1	0	common
expurgation	0	1	0	common
exquisite	1	252	2	common
exquisitely	0	53	0	common
exquisiteness	0	3	0	common
exquisites	0	2	0	common
exschoolteacher	0	1	0	common
exsinger	0	1	0	common
exsiting	0	1	0	common
extant	0	28	0	common
extasie	0	5	1	common
extemporaneous	0	3	0	common
extemporaneously	0	1	0	common
extemporary	0	2	0	common
extempore	0	2	0	common
extemporised	0	1	0	common
extemporize	0	1	0	common
extemporized	0	3	0	common
extend	10	178	4	common
extendable	0	1	0	common
extended	5	480	0	common
extendeth	0	1	0	common
extendibles	0	1	0	common
extending	7	168	3	common
extends	30	46	0	common
extensification	0	1	0	common
extension	9	112	2	common
extensions	0	10	3	common
extensive	0	176	4	common
extensively	0	19	0	common
extensor	1	0	0	proper
extent	2	640	0	common
extention	0	1	0	common
extenuate	0	8	1	common
extenuated	0	3	0	common
extenuates	0	1	0	common
extenuating	0	14	0	common
extenuation	0	12	0	common
extenuations	0	1	0	common
exteremely	0	1	0	common
exterior	0	71	0	common
exteriors	0	5	0	common
exteriour	0	1	0	common
exterminate	0	11	0	common
exterminated	0	14	0	common
exterminates	0	4	0	common
exterminatin	0	0	1	dual
exterminating	0	6	0	common
extermination	0	12	0	common
exterminators	0	1	0	common
extern	0	2	0	common
external	16	285	6	common
externalization	0	1	0	common
externally	1	30	4	common
externals	0	7	1	common
externi	1	0	0	proper
externis	0	1	0	common
extinct	0	60	0	common
extinction	2	29	0	common
extinctions	0	1	0	common
extinguish	0	24	1	common
extinguished	0	127	1	common
extinguisher	0	13	0	common
extinguishers	0	7	0	common
extinguishes	0	4	0	common
extinguishing	0	17	1	common
extinguishment	0	12	0	common
extinquishment	0	2	0	common
extirpate	0	1	0	common
extirpated	0	3	0	common
extirpating	0	1	0	common
extol	1	15	0	common
extollable	0	1	0	common
extolled	0	19	0	common
extoller	1	1	0	proper
extolling	0	10	0	common
extollings	0	1	0	common
extols	0	2	0	common
extort	1	10	0	common
extorted	1	27	0	common
extorting	0	6	0	common
extortion	0	6	0	common
extortionate	0	2	0	common
extortioner	0	3	0	common
extortioners	0	3	0	common
extortions	0	1	0	common
extory	0	1	0	common
extra	1	204	4	common
extract	2	78	0	common
extracted	2	79	1	common
extracting	0	23	0	common
extraction	1	18	1	common
extractions	0	1	0	common
extractor	0	1	1	common
extractors	0	1	0	common
extracts	12	33	6	common
extracurricular	0	1	0	common
extralegal	0	1	0	common
extramarital	0	1	0	common
extraneous	0	21	0	common
extraneousness	0	1	0	common
extraodinary	0	2	0	common
extraordainry	0	1	0	common
extraordainy	0	1	0	common
extraordianry	1	0	0	proper
extraordinaries	0	2	1	common
extraordinarily	0	67	1	common
extraordinary	46	1237	12	common
extraordinarycredits	0	1	0	common
extraordinrary	0	1	0	common
extrapolate	0	2	0	common
extrapolated	0	5	0	common
extrapolates	0	1	0	common
extrapolation	0	3	1	common
extrapolations	0	1	0	common
extras	0	10	0	common
extrasensory	0	3	0	common
extraterrestrial	0	2	0	common
extrathick	0	1	0	common
extrauagant	0	1	0	common
extravagance	1	57	0	common
extravagances	0	11	0	common
extravagancies	0	1	0	common
extravagant	0	97	0	common
extravagantly	0	11	0	common
extravaganzas	0	4	0	common
extreamity	0	1	0	common
extrema	0	1	0	common
extreme	3	528	4	common
extremely	5	780	7	common
extremes	0	64	0	common
extremest	0	17	0	common
extremis	0	1	0	common
extremists	0	4	0	common
extremites	0	1	0	common
extremities	0	47	0	common
extremity	0	153	0	common
extricate	2	42	0	common
extricated	0	27	0	common
extricating	0	13	0	common
extrication	0	8	0	common
extrinsic	0	1	0	common
extrme	0	1	0	common
extrmits	0	1	0	common
extrovert	0	1	0	common
extruck	0	1	0	common
extruded	0	10	2	common
extruder	0	1	0	common
extruding	0	1	0	common
extrusion	0	6	0	common
exuberance	0	11	0	common
exuberancies	0	1	0	common
exuberant	0	14	0	common
exuberantly	0	2	0	common
exudations	0	1	0	common
exude	0	1	0	common
exuded	0	3	0	common
exudes	0	2	0	common
exuding	0	5	0	common
exult	1	10	1	common
exultant	0	18	0	common
exultantly	0	2	0	common
exultation	0	87	0	common
exultations	0	4	0	common
exulted	0	17	0	common
exulting	1	45	0	common
exultingly	0	22	0	common
exults	0	3	0	common
exurge	0	1	0	common
exxon	74	0	26	proper
exyankee	0	1	0	common
ey	1	1	2	proper
eyd	0	1	0	common
eydkuhnen	1	0	0	proper
eye	33	2672	3	common
eyeball	0	4	0	common
eyeballs	0	12	0	common
eyebeamings	0	1	0	common
eyebrow	0	29	0	common
eyebrows	1	287	0	common
eyed	4	371	0	common
eyedeceiving	0	1	0	common
eyefilling	0	1	0	common
eyeful	0	1	0	common
eyeglass	0	19	0	common
eyeglasses	0	4	0	common
eyegouging	0	1	0	common
eyeing	0	163	1	common
eyelash	0	7	0	common
eyelashes	0	53	0	common
eyeless	0	5	0	common
eyelet	0	2	0	common
eyelets	0	2	0	common
eyelid	0	19	0	common
eyelids	1	134	0	common
eyemachine	0	1	0	common
eyepiece	0	1	0	common
eyes	43	11276	5	common
eyesalve	0	1	0	common
eyeservice	0	2	0	common
eyeshot	0	1	0	common
eyesight	0	26	0	common
eyesore	0	1	0	common
eyest	0	2	0	common
eyestrain	0	1	0	common
eyeteeth	0	1	0	common
eyeth	0	1	0	common
eyetoeye	0	1	0	common
eyeundeceiving	0	2	0	common
eyewash	0	1	0	common
eyewitness	0	4	0	common
eyewitnesses	0	3	0	common
eying	0	6	0	common
eyke	1	0	0	proper
eylau	6	0	0	proper
eyld	0	1	0	common
eyre	139	0	0	proper
eyres	8	0	0	proper
eyrie	1	5	0	common
eyries	0	2	0	common
eyskens	9	0	5	proper
eyther	0	1	1	common
eyton	2	0	0	proper
ezactly	0	1	0	common
ezar	1	0	0	proper
ezbai	1	0	0	proper
ezbon	2	0	0	proper
ezekias	2	0	0	proper
ezekiel	14	0	0	proper
ezel	1	0	0	proper
ezem	1	0	0	proper
ezer	9	1	0	proper
eziongaber	4	0	0	proper
eziongeber	3	0	0	proper
eznite	1	0	0	proper
ezra	81	0	10	proper
ezrahite	1	0	0	proper
ezri	1	0	0	proper
ezza	13	0	3	proper
ezzedine	1	0	0	proper
ezzy	2	0	0	proper
f	519	38	22	proper
f'ovuh	0	1	0	common
f'r	0	1	0	common
fa	3	8	2	common
faaa	1	0	0	proper
faade	0	13	0	common
faades	0	4	0	common
fab	0	0	1	dual
fabantou	17	0	0	proper
faber	16	0	1	proper
faber's	0	0	2	dual
fabian	4	0	0	proper
fabk	2	0	0	proper
fable	0	67	0	common
fabled	0	16	0	common
fables	0	30	1	common
fablest	0	1	0	common
fabre	10	0	0	proper
fabri	0	1	1	common
fabric	0	40	0	common
fabricate	0	3	0	common
fabricated	0	10	1	common
fabricating	0	3	0	common
fabrication	0	16	0	common
fabrications	0	1	0	common
fabricator	0	4	0	common
fabricators	1	0	0	proper
fabricius	9	0	0	proper
fabrick	0	2	0	common
fabrics	16	32	1	common
fabrique	1	1	0	proper
fabulist	0	2	0	common
fabulous	0	46	0	common
fabvier	5	0	2	proper
fac	1	7	0	common
facade	0	12	0	common
facaded	0	1	0	common
facades	0	10	0	common
facchini	0	1	0	common
face	31	10949	5	common
faced	1	472	10	common
facedest	0	1	0	common
facedness	0	3	0	common
faceless	0	1	0	common
facelifting	0	1	0	common
facer	0	1	0	common
facers	0	1	0	common
faces	24	1130	3	common
facesaving	0	4	0	common
facet	3	2	0	proper
faceted	2	1	0	proper
facetious	1	52	0	common
facetiously	0	12	0	common
facetiousness	0	10	0	common
facetoface	0	3	0	common
facetowall	0	1	0	common
facetplane's	0	1	0	common
facetplanes	0	3	0	common
facets	0	11	0	common
facial	0	11	0	common
faciende	0	1	0	common
faciities	0	1	0	common
facile	0	10	0	common
facilitate	0	31	0	common
facilitated	0	4	0	common
facilitates	0	2	0	common
facilitating	0	5	0	common
facilitatory	0	0	1	dual
facilitie	0	1	0	common
facilities	4	226	4	common
facility	11	150	0	common
facilties	1	1	0	proper
facing	0	259	14	common
facings	0	11	0	common
facit	0	1	0	common
faciunt	0	2	0	common
fackins	0	3	0	common
facounde	0	1	0	common
facsimile	0	6	0	common
facsiport	0	1	0	common
fact	4	3514	4	common
facta	2	0	0	proper
faction	3	24	0	common
factions	2	13	0	common
factious	0	5	0	common
factitious	0	3	0	common
factitiously	0	1	0	common
factness	0	1	0	common
facto	0	12	0	common
factor	8	195	0	common
factored	0	3	0	common
factories	6	74	1	common
factoring	1	2	0	common
factors	8	268	5	common
factory	14	135	5	common
factorytoyou	1	0	0	proper
factotum	0	5	0	common
facts	4	609	8	common
factual	0	9	0	common
faculties	2	132	2	common
faculty	1	159	1	common
fad	1	4	0	common
faddle	0	1	0	common
faddling	0	1	0	common
faddy	0	1	0	common
fade	0	56	0	common
faded	1	255	0	common
fadedly	0	1	0	common
fadein	0	1	0	common
fadeless	0	2	0	common
fadeout	0	1	0	common
fader	1	2	0	common
faders	0	1	0	common
fades	0	25	0	common
fadest	0	2	0	common
fadeth	0	8	0	common
fadhil	1	0	1	proper
fading	3	72	0	common
fads	0	1	1	common
faence	0	1	0	common
faenza	1	0	0	proper
faerie	1	0	0	proper
faery	0	2	0	common
fafiot	0	1	1	common
fag	4	14	1	common
fagan	1	0	0	proper
faget	5	0	0	proper
faget's	1	0	0	proper
fagged	0	14	0	common
fagging	0	8	0	common
faggot	0	14	0	common
faggots	0	15	0	common
faggs	1	0	0	proper
fagid	1	0	0	proper
fagin	292	0	18	proper
fagon	1	0	0	proper
fagot	0	4	0	common
fagots	0	7	0	common
faguey	4	0	0	proper
fah	0	0	1	dual
fahd	13	0	0	proper
fahey	0	0	1	dual
fahl	0	2	0	common
fahrenheit	2	2	0	proper
faience	1	0	0	proper
faier	0	1	0	common
faiery	1	0	0	proper
fail	7	553	1	common
faile	0	4	1	common
failed	1	703	0	common
faileth	0	20	0	common
failing	0	187	8	common
failings	0	28	0	common
fails	7	86	0	common
failsafe	0	1	0	common
failure	7	407	6	common
failures	0	47	0	common
faim	0	3	0	common
fain	4	175	3	common
faine	0	5	0	common
faining	0	1	0	common
faint	2	652	3	common
fainted	0	122	0	common
fainter	0	42	1	common
faintest	0	81	0	common
fainteth	0	4	0	common
fainthearted	0	5	0	common
faintin	0	1	0	common
fainting	1	109	1	common
faintings	0	1	0	common
faintly	1	237	1	common
faintness	0	31	0	common
faints	0	5	0	common
fainty	0	2	0	common
fair	153	1634	32	common
fair's	2	0	0	proper
fairbanks	1	0	0	proper
fairbrothers	2	0	0	proper
fairchild	64	0	9	proper
faire	2	36	0	common
fairely	0	1	0	common
fairer	1	45	0	common
faires	0	1	0	common
fairest	1	54	2	common
fairey	1	0	0	proper
fairfax	387	0	13	proper
fairfield	3	0	1	proper
fairgoers	0	1	0	common
fairian	1	0	0	proper
fairie	1	0	0	proper
fairies	5	32	0	common
fairing	0	4	1	common
fairish	0	1	0	common
fairless	1	0	0	proper
fairlie	433	0	7	proper
fairlies	2	0	0	proper
fairlings	0	1	0	common
fairlooking	0	1	0	common
fairly	5	469	4	common
fairmont	2	0	0	proper
fairmount	1	0	2	proper
fairness	0	28	1	common
fairnesse	0	2	0	common
fairpriced	0	0	1	dual
fairs	2	27	0	common
fairsized	0	2	0	common
fairview	8	0	0	proper
fairway	110	5	3	proper
fairways	0	2	0	common
fairweather	0	2	0	common
fairy	24	142	1	common
fairyland	3	8	0	common
fairylike	0	2	0	common
fairytale	0	1	0	common
fais	1	2	1	common
faisaient	0	2	0	common
faisait	0	3	0	common
faisal	1	0	0	proper
faishion	0	1	0	common
fait	0	13	0	common
faite	0	1	0	common
faites	0	1	0	common
faith	49	1132	38	common
faithful	17	523	8	common
faithfulest	0	2	0	common
faithfull	0	7	0	common
faithfuller	0	1	0	common
faithfullest	0	2	0	common
faithfully	2	156	1	common
faithfulness	0	35	0	common
faithless	3	30	1	common
faithlessness	0	13	0	common
faiths	0	9	0	common
faits	0	1	0	common
faiwy	0	1	0	common
fake	3	12	0	common
faked	0	4	0	common
faker	0	1	0	common
fakes	0	1	0	common
fakir	0	3	0	common
fakirs	0	2	0	common
fakkan	1	0	0	proper
fal	4	1	0	proper
falbala	0	1	0	common
falces	1	0	0	proper
falcf	1	0	0	proper
falcon	4	19	3	common
falconbridge	3	0	0	proper
falconer	0	0	1	dual
falconet	0	1	0	common
falconish	0	1	0	common
falconroy	13	0	0	proper
falcons	1	0	0	proper
falegnami	1	0	0	proper
falkenstein	1	0	0	proper
falkirk	1	0	0	proper
fall	169	2505	14	common
fall's	0	1	0	common
falla's	1	0	0	proper
fallacies	0	1	0	common
fallacious	1	12	0	common
fallacy	0	13	0	common
fallait	0	1	0	common
fallals	0	1	0	common
falled	0	1	0	common
fallen	8	1191	2	common
falles	1	4	0	common
fallest	0	2	0	common
falleth	0	30	0	common
falley	1	0	0	proper
fallibilities	0	1	0	common
fallibility	0	6	0	common
fallible	0	5	0	common
fallies	1	0	0	proper
fallin	2	1	0	proper
falling	17	912	11	common
fallings	0	3	0	common
falloff	0	6	0	common
fallout	0	32	0	common
fallouts	0	1	0	common
fallow	0	18	0	common
fallowdeer	0	1	0	common
fallows	0	3	0	common
falls	110	306	0	common
falmouth	6	0	0	proper
falne	1	2	0	common
fals	0	3	0	common
false	11	877	12	common
falseface	0	1	0	common
falsefronted	0	1	0	common
falsehood	2	215	0	common
falsehoods	0	29	0	common
falsely	0	55	0	common
falseness	0	9	1	common
falsenesses	0	1	0	common
falser	1	5	0	common
falsest	0	9	1	common
falsetto	0	3	0	common
falshood	0	10	0	common
falsification	0	3	0	common
falsified	0	7	0	common
falsify	0	6	0	common
falsifying	0	5	0	common
falsities	0	2	0	common
falsity	0	17	0	common
falstaff	7	0	0	proper
falsum	0	1	0	common
falter	0	28	0	common
faltered	0	164	0	common
faltering	1	78	1	common
falteringly	0	6	0	common
falterings	0	1	0	common
falters	0	14	0	common
fam	0	4	1	common
famb	1	0	0	proper
fame	18	230	0	common
famed	0	27	1	common
fameless	0	1	0	common
fames	0	1	0	common
fameuil	10	0	1	proper
fameuse	0	1	0	common
fameux	0	1	0	common
familar	0	1	0	common
familarity	0	1	0	common
familiae	1	0	0	proper
familial	0	4	0	common
familiar	5	658	1	common
familiarise	0	3	1	common
familiarised	0	2	0	common
familiarities	0	9	0	common
familiarity	0	123	2	common
familiarize	0	5	0	common
familiarized	0	10	0	common
familiarly	0	48	0	common
familiarness	0	1	0	common
familiars	1	5	0	common
families	7	561	5	common
familism	1	0	0	proper
familistical	0	1	0	common
famille	0	1	0	common
family	111	4365	20	common
family's	0	6	0	common
familycommunity	0	1	0	common
familyless	0	2	0	common
familyoriented	0	1	0	common
familywelfare	0	1	0	common
famine	4	140	1	common
famines	0	6	0	common
famish	2	3	0	common
famished	2	20	1	common
famishing	0	6	0	common
famous	21	656	6	common
famously	0	8	0	common
fampoux	1	0	0	proper
famr	1	0	0	proper
fams	1	0	0	proper
famueil	0	0	1	dual
famusov	1	0	0	proper
fan	1	168	2	common
fan's	0	1	0	common
fanatic	1	15	0	common
fanatical	0	9	0	common
fanatically	0	3	0	common
fanaticism	1	24	1	common
fanaticisms	0	2	0	common
fanatics	0	11	0	common
fancie	0	1	0	common
fancied	0	516	1	common
fancier	0	9	0	common
fanciers	0	1	0	common
fancies	4	199	3	common
fanciest	0	1	0	common
fanciful	0	81	0	common
fancifully	0	3	0	common
fancifulness	0	2	0	common
fancy	25	1300	47	common
fancyfree	0	1	0	common
fancying	2	87	0	common
fancywork	0	1	0	common
fand	0	1	0	common
fando	0	1	0	common
faneuil	1	0	0	proper
fanfare	0	1	0	common
fang	35	11	0	proper
fanged	0	2	0	common
fangled	0	6	0	common
fangledness	0	1	0	common
fangles	0	1	0	common
fangless	0	1	0	common
fangs	0	13	0	common
fanlight	0	3	0	common
fann	0	1	0	common
fanne	0	1	0	common
fanned	1	28	0	common
fanners	0	1	0	common
fannicot	6	0	0	proper
fanning	4	30	0	common
fanno	0	1	0	common
fanny	556	0	48	proper
fans	0	30	0	common
fanshaw	32	0	4	proper
fanshawe	1	0	0	proper
fantail	0	2	0	common
fantasia	1	8	0	common
fantasie	4	0	0	proper
fantasies	2	9	0	common
fantasist	0	1	0	common
fantastic	0	168	3	common
fantastical	0	6	0	common
fantasticall	0	2	0	common
fantastically	0	11	0	common
fantasticke	0	1	0	common
fantastics	0	1	0	common
fantasy	2	38	0	common
fanteegs	0	1	0	common
fantine	167	0	42	proper
fantods	0	1	0	common
fanwise	0	1	0	common
fao	7	0	6	proper
faoucq	1	0	0	proper
faq	2	0	0	proper
far	119	5623	95	common
farah	5	0	2	proper
faraud	0	1	0	common
faraway	5	5	1	proper
farce	0	45	0	common
farces	0	6	0	common
farcical	0	7	0	common
farden	0	8	0	common
fardens	0	1	0	common
farder	0	2	0	common
fardles	1	0	0	proper
fardulli's	1	0	0	proper
fare	3	155	11	common
farebrother	234	0	8	proper
farebrothers	5	0	0	proper
fared	0	27	0	common
fares	1	20	0	common
farewel	0	5	1	common
farewell	24	306	44	common
farewells	1	15	0	common
farfamed	0	1	0	common
farfetched	0	3	0	common
farflung	0	1	0	common
farfrae	410	0	42	proper
farfraed	1	0	0	proper
fargo	27	0	0	proper
faria	99	0	13	proper
farina	1	1	0	proper
farinace	1	0	0	proper
farinaceous	0	4	0	common
farinelli	1	0	0	proper
faring	0	7	1	common
farings	0	2	0	common
farlane	2	0	0	proper
farle	0	1	0	common
farley	2	0	0	proper
farm	135	697	39	common
farmbelt	0	1	0	common
farme	1	0	0	proper
farmed	0	6	0	common
farmer	142	290	26	common
farmer's	0	7	0	common
farmerinthedell	1	0	0	proper
farmers	20	384	26	common
farmertype	0	1	0	common
farmhouse	0	43	0	common
farmhouses	0	3	0	common
farming	0	100	4	common
farmington	1	0	0	proper
farmitalia	1	0	0	proper
farmland	2	15	1	common
farmlands	4	1	0	proper
farms	8	98	0	common
farmsteads	0	1	0	common
farmwife's	1	0	0	proper
farmyard	0	6	0	common
farnese	4	0	0	proper
farneses	1	0	0	proper
farnesina	1	0	0	proper
farnham	1	0	0	proper
farnsworth	1	0	0	proper
farnum	1	0	0	proper
farnworth	1	0	0	proper
farny	1	0	0	proper
faro	1	7	1	common
faroff	0	1	0	common
farouche	0	1	0	common
farouk	7	0	2	proper
farout	0	1	0	common
farr	1	0	0	proper
farrago	0	3	0	common
farranging	0	1	0	common
farrar	1	0	0	proper
farre	1	24	0	common
farreaching	0	4	0	common
farred	0	1	0	common
farrell	5	0	1	proper
farrells	1	0	0	proper
farren	2	0	0	proper
farrier	0	2	0	common
farriery	0	1	0	common
farringdon	2	0	0	proper
farrington	1	0	0	proper
farrmers	0	1	0	common
farrow	1	0	0	proper
farrowing	0	3	0	common
farrum	0	1	0	common
farsighted	0	1	0	common
fartax	1	0	0	proper
farther	3	701	7	common
farthest	1	64	0	common
farthing	0	151	0	common
farthingale	0	3	0	common
farthingales	0	1	0	common
farthings	0	21	0	common
farveltopsy	1	0	0	proper
farwel	0	1	0	common
farwell	0	1	3	common
farwest	1	0	0	proper
fas	3	2	0	proper
fasb	3	0	0	proper
fasces	0	3	0	common
fascicles	0	3	0	common
fasciculations	0	1	0	common
fascinate	0	19	0	common
fascinated	0	87	1	common
fascinates	0	4	0	common
fascinating	0	101	0	common
fascinatingly	0	1	0	common
fascination	29	91	5	common
fascinations	0	12	0	common
fascinator	0	4	0	common
fasciocommunist	1	0	0	proper
fascism	3	0	0	proper
fascist	2	0	0	proper
fascists	2	0	0	proper
fash	1	3	1	common
fashion	24	840	6	common
fashionable	6	219	1	common
fashionableness	0	1	0	common
fashionables	0	3	0	common
fashionablest	0	1	0	common
fashionably	0	8	0	common
fashioned	3	300	1	common
fashioneth	0	3	0	common
fashioning	0	4	0	common
fashions	5	54	0	common
fashter	1	2	0	common
fast	44	1307	13	common
fastclosing	0	2	0	common
fasted	0	21	0	common
fasten	1	74	2	common
fastened	0	292	1	common
fastener	1	2	0	common
fasteners	0	1	0	common
fastening	0	63	0	common
fastenings	0	20	0	common
fastens	0	3	0	common
faster	3	225	11	common
fastest	0	17	0	common
fastfiring	0	1	0	common
fastfrozen	0	1	0	common
fastgrossing	0	1	0	common
fastgrowing	0	1	0	common
fastidious	0	51	0	common
fastidiously	0	2	0	common
fastidiousness	0	11	0	common
fasting	4	63	1	common
fastings	0	4	0	common
fastmoving	0	1	0	common
fastness	0	1	0	common
fastnesses	0	1	0	common
fastopening	0	2	0	common
fasts	0	12	0	common
fastspreading	0	1	0	common
fat	7	827	6	common
fat's	0	1	0	common
fata	3	0	0	proper
fatal	5	394	4	common
fatale	0	1	0	common
fatalism	0	4	0	common
fatalist	0	3	0	common
fatalistic	0	4	0	common
fatalists	0	4	0	common
fatalities	0	9	0	common
fatality	2	55	1	common
fatall	1	4	0	common
fatally	0	35	0	common
fatboy	0	1	0	common
fate	83	621	7	common
fated	0	41	0	common
fateful	0	19	0	common
fates	26	18	1	proper
fatfleshed	0	2	0	common
father	1346	9052	285	common
father's	0	38	0	common
fatherandson	0	1	0	common
fatherbrother	0	1	0	common
fatherconfessor	0	1	0	common
fathered	0	3	0	common
fathergod	1	0	0	proper
fatherhood	0	2	0	common
fathering	0	2	0	common
fatherland	15	26	0	common
fatherless	1	59	0	common
fatherly	1	33	0	common
fathermurder	0	1	0	common
fathers	55	750	8	common
fathi	2	0	1	proper
fathom	0	46	0	common
fathomed	0	7	0	common
fathoming	0	2	0	common
fathomless	1	20	0	common
fathoms	0	52	0	common
fathuh	0	1	0	common
fathur	0	2	0	common
fatigante	0	1	0	common
fatigated	0	1	0	common
fatigue	0	236	3	common
fatigued	0	95	1	common
fatigues	0	26	0	common
fatiguing	0	18	0	common
fatima	3	0	0	proper
fatis	0	1	0	common
fatling	0	1	0	common
fatlings	0	5	0	common
fatly	0	1	0	common
fatness	0	27	0	common
fatnesse	0	1	0	common
faton	1	0	0	proper
fats	16	100	1	common
fatso	1	0	0	proper
fatsoluble	0	1	0	common
fattah	1	0	0	proper
fatted	0	10	0	common
fatten	0	10	0	common
fattened	0	7	0	common
fattening	0	7	0	common
fatter	0	14	0	common
fattest	0	8	0	common
fatti	0	1	0	common
fattish	0	1	0	common
fatto	0	1	0	common
fattore	1	0	0	proper
fatty	2	16	0	common
fatui	0	1	0	common
fatuity	0	4	0	common
fatuous	0	8	0	common
fatuus	0	4	0	common
fauber	3	0	1	proper
faublas	1	0	0	proper
faubourg	68	18	0	proper
faubourgs	0	12	0	common
faucet	0	5	0	common
faucets	0	1	0	common
fauchelevant	1	0	0	proper
fauchelevent	244	0	54	proper
fauchelevents	1	0	0	proper
fauchewhat	1	0	0	proper
faudrait	0	1	0	common
faugh	0	3	6	common
faulcon	1	0	0	proper
faulconers	1	0	0	proper
faulkner	24	0	5	proper
faulkner's	6	0	3	proper
faulknerian	1	0	0	proper
fault	3	973	0	common
faulted	0	1	0	common
faulter	0	1	0	common
faultered	0	3	0	common
faultering	0	2	0	common
faultfinding	0	1	0	common
faultiness	0	3	0	common
faultless	1	22	0	common
faultlessly	0	2	0	common
faults	3	246	1	common
faulty	1	26	0	common
faun	0	1	0	common
fauna	0	4	0	common
fauns	0	1	0	common
fauntleroy	1	0	1	proper
faunus	1	0	0	proper
fauor	0	1	0	common
fauors	1	1	0	proper
fauour	1	6	0	common
fauourites	0	1	0	common
fauours	0	2	0	common
fauq	1	0	0	proper
fausset	0	1	0	common
faust	7	0	1	proper
faust's	2	0	0	proper
faustian	1	0	0	proper
faustina	2	0	0	proper
fausto	1	0	0	proper
faustus	4	0	0	proper
faut	0	13	0	common
faute	0	8	0	common
fauteuil	0	1	0	common
fauvent	22	0	0	proper
faux	8	1	0	proper
faver	0	1	0	common
faverolles	16	0	0	proper
favila	1	0	0	proper
faviour	0	1	0	common
faviours	0	1	0	common
favor	2	310	1	common
favorable	1	131	1	common
favorably	1	33	0	common
favore	0	1	0	common
favored	1	45	1	common
favorer	0	1	0	common
favoring	1	5	0	common
favorite	0	181	0	common
favorites	2	16	0	common
favoritism	0	4	0	common
favors	3	28	0	common
favour	5	1009	3	common
favourable	1	301	0	common
favourably	0	41	0	common
favoured	4	183	0	common
favourer	0	2	0	common
favourest	0	1	0	common
favoureth	0	1	0	common
favouring	1	37	0	common
favourite	38	482	8	common
favourites	1	32	1	common
favouritest	0	1	0	common
favouritism	0	3	0	common
favours	3	96	0	common
favre	5	0	0	proper
favre's	1	0	0	proper
favroable	0	1	0	common
faw	5	0	0	proper
fawc	2	0	0	proper
fawcett	1	0	0	proper
fawkes	19	0	0	proper
fawn	0	17	0	common
fawncolored	0	1	0	common
fawne	0	2	0	common
fawned	0	17	0	common
fawner	0	2	0	common
fawners	1	1	0	proper
fawning	1	21	0	common
fawningly	0	1	0	common
fawns	0	3	0	common
fawther	0	5	0	common
fax	1	0	0	proper
fay	1	1	0	proper
fayette	15	0	0	proper
fayetteville	1	0	0	proper
faygo	5	0	1	proper
fayl	0	2	0	common
fayle	0	1	0	common
fays	1	0	0	proper
faze	0	1	0	common
fazio	1	0	0	proper
fbc	13	0	0	proper
fbgi	1	0	0	proper
fbgia	1	0	0	proper
fbh	2	0	0	proper
fbi	10	0	0	proper
fbo	1	0	0	proper
fboh	1	0	0	proper
fbrx	1	0	0	proper
fbs	5	0	0	proper
fbt	6	0	0	proper
fbx	0	0	1	dual
fbxc	1	0	0	proper
fc	2	0	0	proper
fca	1	0	0	proper
fcamp	2	0	0	proper
fcbn	4	0	0	proper
fcc	13	0	0	proper
fchons	0	1	0	common
fcht	1	0	0	proper
fci	3	0	0	proper
fcl	3	0	1	proper
fco	1	0	0	proper
fcob	2	0	0	proper
fcoj	16	0	3	proper
fcola	1	0	0	proper
fcom	1	0	0	proper
fcr	2	0	0	proper
fcs	5	0	5	proper
fcsi	3	0	0	proper
fct	1	0	0	proper
fcy	2	0	0	proper
fda	13	0	0	proper
fda's	1	0	0	proper
fdb	2	0	0	proper
fdchenko	1	0	0	proper
fdeshon	1	0	0	proper
fdgc	2	0	0	proper
fdic	13	0	1	proper
fdmc	1	0	0	proper
fdo	2	0	0	proper
fdor	2	0	0	proper
fdorovich	1	0	0	proper
fdorovna	16	0	0	proper
fdp	1	0	0	proper
fdr	5	0	0	proper
fdrc	1	0	0	proper
fds	3	0	0	proper
fdx	3	0	0	proper
fdya	5	0	1	proper
fe	97	5	0	proper
feace	0	2	0	common
feaced	0	1	0	common
fealty	0	12	0	common
fear	62	2603	37	common
feard	0	2	0	common
feare	9	74	3	common
feared	4	631	0	common
fearefull	0	5	0	common
fearefulnesse	0	1	0	common
fearer	0	1	0	common
feares	2	7	1	common
fearest	0	7	0	common
feareth	0	20	0	common
fearfilled	0	1	0	common
fearfu	0	1	0	common
fearful	1	337	5	common
fearfull	0	1	0	common
fearfullest	0	1	0	common
fearfully	0	111	1	common
fearfulness	0	9	1	common
fearing	1	142	5	common
feariocious	0	1	0	common
fearless	7	57	1	common
fearlessly	0	18	0	common
fearlessness	0	8	0	common
fearmaddened	0	0	1	dual
fears	10	487	7	common
fearsome	0	2	0	common
fearsomeness	0	1	0	common
feasability	0	2	0	common
feasibility	0	38	1	common
feasible	0	45	0	common
feasibly	0	1	0	common
feast	16	281	0	common
feasted	0	25	0	common
feasters	0	2	0	common
feastest	0	2	0	common
feasting	1	38	1	common
feastings	0	1	0	common
feasts	1	58	0	common
feat	1	61	0	common
feater	0	1	0	common
feates	0	1	0	common
feather	2	128	0	common
